year,Period,Country code,Target region code,Summit code,¤è¦ì,Sunnit area section,section_code,Name,code,Abundance,coverage,total_cov,r_cov
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,»OÆW¦a·¨±ö,SP25,R,5.00 ,75.00 ,3.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,§N§ü²§¿P³Á,SP37,R,5.00 ,75.00 ,3.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,¤B®y¯ó,SP77,R,5.00 ,75.00 ,3.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,³ß©¥Ûjµæ,SP90,R,5.00 ,75.00 ,3.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,¥É¤s¥ÛªQ,SP5,R,5.00 ,75.00 ,3.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,ªü¨½¤sÀsÁx,SP67,R!,1.00 ,75.00 ,0.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,¥É¤s°wÄ©,SP23,R!,1.00 ,75.00 ,0.75
2009 ,P1,TW,SYU,DSH,N,N05,2009TWSYUDSHN05,µu²ô±J¬WÂÊ,SP17,R!,1.00 ,75.00 ,0.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤s½b¦Ë,SP41,D,75.00 ,79.00 ,59.25
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¦Ï­T,SP35,C,50.00 ,79.00 ,39.5
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¦±¨~¾v¯ó,SP31,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,©êÅì±J¬WÂÊ,SP22,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¶ÀªáÂÊ,SP18,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,»OÆWòÔÄª,SP26,C,50.00 ,79.00 ,39.5
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¬f,SP4,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤s¥ÛªQ,SP5,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤s§ùÃY,SP65,C,50.00 ,79.00 ,39.5
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¨ë¬f,SP10,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,­»«C,SP11,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤s°wÄ©,SP23,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤s¤pÀÐ,SP57,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤sæùªÑ¿o,SP29,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¥É¤sª÷±ö,SP82,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,»OÆW°­·þ¶l,SP43,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,»OÆW¤T¤ò¯ó,SP40,R!,1.00 ,79.00 ,0.79
2009 ,P1,TW,SYU,DSH,N,N10,2009TWSYUDSHN10,¤B®y¯ó,SP77,S,25.00 ,79.00 ,19.75
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s½b¦Ë,SP41,D,75.00 ,72.50 ,54.375
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,©êÅì±J¬WÂÊ,SP22,C,50.00 ,72.50 ,36.25
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¦Ï­T,SP35,C,50.00 ,72.50 ,36.25
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,»OÆWòÔÄª,SP26,S,25.00 ,72.50 ,18.125
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤sæùªÑ¿o,SP29,S,25.00 ,72.50 ,18.125
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥§ªyº¸Å£Â­,SP45,S,25.00 ,72.50 ,18.125
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,»OÆW¤T¤ò¯ó,SP40,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,»OÆW¦a·¨±ö,SP25,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s¥Û¦Ë,SP61,R!,1.00 ,72.50 ,0.725
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,°ª¤sÄa¹_¤l,SP85,R!,1.00 ,72.50 ,0.725
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s§ùÃY,SP65,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¨ë¬f,SP10,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,­»«C,SP11,S,25.00 ,72.50 ,18.125
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s¤pÀÐ,SP57,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¦±¨~¾v¯ó,SP31,S,25.00 ,72.50 ,18.125
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤sª÷µ·®ç,SP75,R!,1.00 ,72.50 ,0.725
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,ªü¨½¤sÀsÁx,SP67,R!,1.00 ,72.50 ,0.725
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,§N§ü²§¿P³Á,SP37,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¶ÀªáÂÊ,SP18,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s°wÄ©,SP23,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,³ß©¥Ûjµæ,SP90,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,¥É¤s¥ÛªQ,SP5,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,»OÆW©ÜÆP¯ó,SP33,R,5.00 ,72.50 ,3.625
2009 ,P1,TW,SYU,DSH,S,S05,2009TWSYUDSHS05,µu²ô±J¬WÂÊ,SP17,R!,1.00 ,72.50 ,0.725
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤s½b¦Ë,SP41,D,75.00 ,57.00 ,42.75
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¨~,SP38,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¦Ï­T,SP35,C,50.00 ,57.00 ,28.5
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥§ªyº¸Å£Â­,SP45,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆW¦a·¨±ö,SP25,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆW©ÜÆP¯ó,SP33,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¦±¨~¾v¯ó,SP31,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤sæùªÑ¿o,SP29,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤sª÷µ·®ç,SP75,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤s§ùÃY,SP65,C,50.00 ,57.00 ,28.5
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¨ë¬f,SP10,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,©êÅì±J¬WÂÊ,SP22,C,50.00 ,57.00 ,28.5
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤s¥Û¦Ë,SP61,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,­»«C,SP11,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,³ß©¥Ûjµæ,SP90,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,°ª¤sÄa¹_¤l,SP85,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤s°wÄ©,SP23,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,ªü¨½¤sÀsÁx,SP67,R,5.00 ,57.00 ,2.85
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,´Ë¤ó¤s¬hµâ,SP50,R,5.00 ,57.00 ,2.85
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆW§N§ü,SP12,R,5.00 ,57.00 ,2.85
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆW¤T¤ò¯ó,SP40,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆWòÔÄª,SP26,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¥É¤s¤pÀÐ,SP57,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,»OÆWÀsÁx,SP68,R,5.00 ,57.00 ,2.85
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,¶ÀªáÂÊ,SP18,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,S,S10,2009TWSYUDSHS10,§N§ü²§¿P³Á,SP37,S,25.00 ,57.00 ,14.25
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤s½b¦Ë,SP41,D,75.00 ,60.00 ,45
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,©êÅì±J¬WÂÊ,SP22,S,25.00 ,60.00 ,15
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¦Ï­T,SP35,C,50.00 ,60.00 ,30
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¬f,SP4,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥§ªyº¸Å£Â­,SP45,S,25.00 ,60.00 ,15
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¦±¨~¾v¯ó,SP31,S,25.00 ,60.00 ,15
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤s§ùÃY,SP65,C,50.00 ,60.00 ,30
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¨ë¬f,SP10,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,­»«C,SP11,S,25.00 ,60.00 ,15
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤sæùªÑ¿o,SP29,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆW¦a·¨±ö,SP25,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤s¥Û¦Ë,SP61,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,§N§ü²§¿P³Á,SP37,S,25.00 ,60.00 ,15
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆW©ÜÆP¯ó,SP33,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆW¤T¤ò¯ó,SP40,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆWòÔÄª,SP26,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,³ß©¥Ûjµæ,SP90,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,µu²ô±J¬WÂÊ,SP17,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤s°wÄ©,SP23,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤s¤pÀÐ,SP57,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆW°­·þ¶l,SP43,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,»OÆWµØ¤sªQ,SP13,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¸¢Åì¤ò¿¹,SP7,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤sÁ¡³·¯ó,SP51,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,¥É¤sª÷±ö,SP82,R!,1.00 ,60.00 ,0.6
2009 ,P1,TW,SYU,DSH,W,W05,2009TWSYUDSHW05,°ª¤s¥Õ¯]¾ð,SP63,R,5.00 ,60.00 ,3
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s½b¦Ë,SP41,D,75.00 ,80.00 ,60
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s§ùÃY,SP65,C,50.00 ,80.00 ,40
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,­»«C,SP11,C,50.00 ,80.00 ,40
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¦Ï­T,SP35,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s¤pÀÐ,SP57,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¦±¨~¾v¯ó,SP31,C,50.00 ,80.00 ,40
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,©êÅì±J¬WÂÊ,SP22,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¶ÀªáÂÊ,SP18,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,³ß©¥Ûjµæ,SP90,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆWÀsÁx,SP68,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤sæùªÑ¿o,SP29,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥§ªyº¸Å£Â­,SP45,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,ªü¨½¤sÁª,SP47,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆW¤T¤ò¯ó,SP40,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¨~,SP38,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,§N§ü²§¿P³Á,SP37,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤sª÷µ·®ç,SP75,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆW°­·þ¶l,SP43,C,50.00 ,80.00 ,40
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,Â¸²yÃÃ,SP81,R!,1.00 ,80.00 ,0.8
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s¦ò¥Ò¯ó,SP62,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,ªü¨½¤sÀsÁx,SP67,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆW¦a·¨±ö,SP25,R,5.00 ,80.00 ,4
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆW¯ùòË¤l,SP74,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¸¢Åì¤ò¿¹,SP7,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¸Gµâ,SP52,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s¤ô­WòÌ,SP79,R!,1.00 ,80.00 ,0.8
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,»OÆW©ÜÆP¯ó,SP33,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s¥Û¦Ë,SP61,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s¥ÛªQ,SP5,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,´Ë¤ó¤s¬hµâ,SP50,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¤B®y¯ó,SP77,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤sª÷±ö,SP82,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¨ë¬f,SP10,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,DSH,W,W10,2009TWSYUDSHW10,¥É¤s°wÄ©,SP23,S,25.00 ,80.00 ,20
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¥É¤s½b¦Ë,SP41,D,75.00 ,73.00 ,54.75
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¨~,SP38,C,50.00 ,73.00 ,36.5
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¦Ï­T,SP35,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¦±¨~¾v¯ó,SP31,C,50.00 ,73.00 ,36.5
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,©êÅì±J¬WÂÊ,SP22,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,µu²ô±J¬WÂÊ,SP17,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¥É¬f,SP4,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¨ë¬f,SP10,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,»OÆWòÔÄª,SP26,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¬õ¤ò§ùÃY,SP66,C,50.00 ,73.00 ,36.5
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¥ÛªQ,SP2,S,25.00 ,73.00 ,18.25
2009 ,P1,TW,SYU,JNJ,E,E05,2009TWSYUJNJE05,¥É¤s¥ÛªQ,SP5,S,25.00 ,73.00 ,18.25
