region,Summit,dir,Summit_dir,Name,code,cover_P1,cover_P2,cover_P3,T_cover_P1,T_cover_P2,T_cover_P3,V1,name,i.code,N,bio_1_1,bio_1_2,bio_1_3,bio_1_4,bio_1_5,bio_12_1,bio_12_2,bio_12_3,bio_12_4,bio_12_5,scientificname,1,2,3,4,5,d_cov_p2,d_cov_p3,Order,taxonID,family,familyVernacularName,scientificName,vernacularName,isEndemic,iucnCategory,source,V11,GBIF_name,GBIF_code,生活型,Reproduction type,Rk_t,Raunkiaer's Life Form,落葉性,果實形式,陰性陽性,葉有毛,葉形,葉緣,source.1,分布下限,分布上限,2008,2013,2019,incr
DAS,SUN,N,N05,玉柏,SP1,5,25,0,3.725,17.5,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,13.775,-17.5,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,13
DAS,SUN,N,N10,玉柏,SP1,5,5,0,4.375,4.35,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-0.0250000000000004,-4.35,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,SUN,S,S05,玉柏,SP1,5,0,0,2.285,0,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-2.285,0,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,SUN,S,S10,玉柏,SP1,5,5,0,2.91,3.7,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.79,-3.7,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,16
DAS,SUN,W,W05,玉柏,SP1,5,5,0,3.9,3.45,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-0.45,-3.45,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,SUN,W,W10,玉柏,SP1,1,5,0,0.85,3.85,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,3,-3.85,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,6
DAS,YAT,E,E05,玉柏,SP1,25,25,0,22,23,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,1,-23,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,14
DAS,YAT,E,E10,玉柏,SP1,5,25,0,4.5825,23.625,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,19.0425,-23.625,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,15
DAS,YAT,N,N05,玉柏,SP1,5,25,0,4.01,21.25,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,17.24,-21.25,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,19
DAS,YAT,N,N10,玉柏,SP1,5,25,0,3.94,18.25,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,14.31,-18.25,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,12
DAS,YAT,S,S10,玉柏,SP1,5,0,0,4.525,0,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-4.525,0,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,YAT,W,W05,玉柏,SP1,5,1,0,3.9,0.69,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-3.21,-0.69,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,YAT,W,W10,玉柏,SP1,5,5,0,2.365,0.9,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-1.465,-0.9,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,DSH,E,E05,玉柏,SP1,25,25,25,20.375,21,22.5,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.625,1.5,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,11
SYU,DSH,E,E10,玉柏,SP1,25,25,25,21,21,20.7,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0,-0.300000000000001,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,DSH,N,N05,玉柏,SP1,25,25,25,18.75,19.375,21.5,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.625,2.125,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,12
SYU,DSH,N,N10,玉柏,SP1,25,25,25,19.75,19.625,19.5,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-0.125,-0.125,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,DSH,S,S05,玉柏,SP1,0,1,1,0,0.553,0.6,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.553,0.0470000000000001,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,7
SYU,DSH,W,W05,玉柏,SP1,5,5,0,3,3.07,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.0699999999999998,-3.07,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,14
SYU,JNJ,E,E05,玉柏,SP1,25,5,5,18.25,3.55,3.25,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-14.7,-0.3,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,JNJ,E,E10,玉柏,SP1,25,5,25,18.75,3.595,17.5,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-15.155,13.905,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,JNJ,N,N05,玉柏,SP1,25,25,5,22.5,23.675,4.75,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,1.175,-18.925,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,11
SYU,JNJ,N,N10,玉柏,SP1,25,25,25,23,23,22.5,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0,-0.5,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,JNJ,S,S05,玉柏,SP1,25,25,5,14.25,15.75,3,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,1.5,-12.75,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,16
SYU,JNJ,S,S10,玉柏,SP1,25,25,5,20.25,14.55,3,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-5.7,-11.55,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,JNJ,W,W05,玉柏,SP1,25,1,25,19.85,0.85,21.25,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-19,20.4,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,JNJ,W,W10,玉柏,SP1,25,25,25,21.05,21.25,21.25,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,0.199999999999999,0,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,13
SYU,TSW,E,E05,玉柏,SP1,25,1,1,20.125,0.78,0.775,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-19.345,-0.005,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,TSW,E,E10,玉柏,SP1,25,5,0,17.335,3.135,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-14.2,-3.135,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,TSW,N,N05,玉柏,SP1,25,1,0,17.5775,0.73,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-16.8475,-0.73,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
SYU,TSW,N,N10,玉柏,SP1,25,5,0,22.25,4.6,0,26,Dendrolycopodium juniperoideum,26,98,-110,-47.75,16,66.5,133,229,494.75,765,2447.25,3411,Dendrolycopodium juniperoideum,6.4,26.075,32.85,40.75,99.6,-17.65,-4.6,1,6998,Lycopodiaceae,石松科,Dendrolycopodium juniperoideum (Sw.) A. Haines,玉柏,0,LC,原生,Dendrolycopodium juniperoideum (Sw.) A. Haines,Dendrolycopodium juniperoideum,26,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3885,1,1,,
DAS,SUN,S,S10,地刷子,SP2,0,0,1,0,0,0.5,29,Diphasiastrum multispicatum,29,99,29,100,132,165,251,740,2187,2808,3097,3669,Diphasiastrum multispicatum,0,61.25,99,137.4,241.2,0,0.5,2,6999,Lycopodiaceae,石松科,Diphasiastrum multispicatum (J.H. Wilce) Holub,地刷子,0,LC,原生,Diphasiastrum multispicatum (J.H. Wilce) Holub,Diphasiastrum multispicatum,29,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,,,,,1,
DAS,SEN,E,E05,玉山石松,SP3,5,5,0,3.75,3.8,0,30,Diphasiastrum veitchii,30,125,2,60,76,124,221,262,1125,2483,2608,3542,Diphasiastrum veitchii,10,26.2,40.4,89.6,205.7,0.0499999999999998,-3.8,3,7000,Lycopodiaceae,石松科,Diphasiastrum veitchii (Christ) Holub,玉山石松,0,LC,原生,Diphasiastrum veitchii (Christ) Holub,Diphasiastrum veitchii,30,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3755,1,1,,18
DAS,SEN,E,E10,玉山石松,SP3,5,50,0,3.875,39,0,30,Diphasiastrum veitchii,30,125,2,60,76,124,221,262,1125,2483,2608,3542,Diphasiastrum veitchii,10,26.2,40.4,89.6,205.7,35.125,-39,3,7000,Lycopodiaceae,石松科,Diphasiastrum veitchii (Christ) Holub,玉山石松,0,LC,原生,Diphasiastrum veitchii (Christ) Holub,Diphasiastrum veitchii,30,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3755,1,1,,15
DAS,SEN,N,N05,玉山石松,SP3,5,25,0,2.65,15.75,0,30,Diphasiastrum veitchii,30,125,2,60,76,124,221,262,1125,2483,2608,3542,Diphasiastrum veitchii,10,26.2,40.4,89.6,205.7,13.1,-15.75,3,7000,Lycopodiaceae,石松科,Diphasiastrum veitchii (Christ) Holub,玉山石松,0,LC,原生,Diphasiastrum veitchii (Christ) Holub,Diphasiastrum veitchii,30,石松類,s,Ch,Chamaephytes,0,孢子,陰性,0,鑿形,全緣,原生,1500,3755,1,1,,12
